Workshop,Kategorie,Datum,Land,Location,Pole Studio,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit,Preis,Einheiten
Polesport für Männer,Poledance,"Sonntag, 23. Februar 2025",,"Ahsener Straße 130, 45711 Datteln",körpernah,https://www.eversports.de/e/workshop/IZ19jmZ,Workshop,,"Der Workshop für deinen ersten oder zweiten Kontakt mit dem verchromten Sportgerät. Eine vertikale statt horizontale Stange. Kraftvoll und mit Sicherheit lehrreich. Wie der Teufel es will, findet die Stunde passend zum Frühshoppen danach statt. Wer also durstig ist, darf anschließend mit Bierchen an unserer gemütlichen Studiotheke Platz nehmen. Teilnahmevoraussetzungen: KEINE!",,10:00 - 11:30,"ab 35,00 €",1 Einheit
Pilates am Schreibtisch,Pilates,"Sonntag, 23. Februar 2025",,"Ahsener Straße 130, 45711 Datteln",körpernah,https://www.eversports.de/e/workshop/k3LwIqd,Workshop,,"Hä, Pilates im Büro? Ja, genau das! Als bewegter Pausenquickie :-) Der Nacken verspannt, die Kiefermuskulatur ebenso? Kopf- und Rückenschmerzen? Engegefühl in der Hüfte, lahme Gesäßmuskeln? Das muss doch alles nicht sein! Lerne in diesem Workshop ein paar einfache Übungen, die du JEDERZEIT umsetzen kannst.",,16:00 - 17:30,"ab 30,00 €",1 Einheit
Reiz ist geil - Get wild,Chairdance,"Beginnt am Freitag, 7. März 2025",,Nur LAPDANCE,körpernah,https://www.eversports.de/e/workshop/iQJ8EOI,Workshop,,19.45-21.15 Uhr Lapdance mit Yvi 21.30-23.00 Uhr Double Hoop in Heelz mit Yvi und Kirsten 23.00-24.00 Uhr Floorwork inkl. Snacks+Sekt,,"Ahsener Straße 130, 45711 Datteln","ab 30,00 €",3 Einheiten
Polesport 45 +,Poledance,"Samstag, 29. März 2025",,"Ahsener Straße 130, 45711 Datteln",körpernah,https://www.eversports.de/e/workshop/yBSn4Kd,Workshop,,"Schon etwas in die Jahre gekommen? Kein Grund nicht etwas Neues zu probieren. Dieser WS ist sowohl für Schüler_innen bis Level2, als auch für absolute Newbies geeignet. Voraussetzung: Du bist 45 Jahre oder älter Wir sprechen über den Umgang mit altersbedingten, körperlichen Besonderheiten und erarbeiten individuelle Lösungen.",,12:00 - 14:00,"ab 45,00 €",1 Einheit
Erwachsene_r mit Kind,Aerial Dance,"Samstag, 17. Mai 2025",,"Ahsener Straße 130, 45711 Datteln",körpernah,https://www.eversports.de/e/workshop/HPxQRDE,Workshop,,"Wie cool ist das denn bitte? Gemeinsam bewegte Zeit verbringen. Egal ob Mama-Tochter/Papa-Sohn/Mama-Sohn/Papa-Tochter/Tante-Neffe...alle sind herzlich Willkommen. In dem 60 minütigen Workshop lernt ihr von Trainerin Yvi und Tochter Emily eine kleine Choreographie mit Pole, Chair und Partnerakrobatik. Wenn es die Zeit erlaubt wird sogar noch ein Discofox Teil angebaut. Voraussetzungen gibt es keine. Die Kids sollten zwischen 6 und maximal 12 Jahren alt sein. Die Anmeldung gilt immer pro Paar!!! Wir freuen uns auf euch.",,12:00 - 13:00,"ab 39,00 €",1 Einheit
Burlesque Chairdance Choreography Workshop,Poledance,"Samstag, 1. Februar 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/3e5_5WT,Workshop,,"Welcome to Burlesque! Tauche ein in die faszinierende Welt des Burlesque - Tanzes & Tease. Dich erwartet eine neue Choreografie kombiniert mit Chairdance Elementen, die es in sich hat. Hier lernst du die Grundlagen des Burlesque, elegante Bewegungen, Tanz mit und auf dem Stuhl und natürlich Tease Elemente. Für Anfänger, aber auch für Fortgeschrittenen, die ein neues Element & Choreografie kennenlernen möchten. Unterrichtssprache: English Preis: 35€ pro Person",,13:00 - 14:30,"ab 35,00 €",1 Einheit
Handspring & Ayesha Workshop,Poledance,"Samstag, 8. März 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/RWKQk7h,Workshop,,"Dein Ziel ist es den Handspring zu lernen? Oder die Ayesha zu können? Dann ist das dein Workshop! Hier bekommst du technische Tipps und Tricks gezeigt, wie du deinem Ziel näher kommen kannst. Du lernst verschiedene Techniken, Griffe und Transitions für einen schönen Handspring/Ayesha! Auch wenn du den Handspring / Ayesha bereits kannst, verbessern oder Variationen lernen möchtest bist du herzlich Willkommen. Voraussetzungen:  Invert  Cruzifix Preis 35€ pro Person Meld dich an!",,13:00 - 14:30,"ab 35,00 €",1 Einheit
Hip Hop Pole Choreo Workshop,Poledance,"Samstag, 29. März 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/n1jHCwY,Workshop,,"Celine hat eine neue Choreo für euch im Gepäck! Hier lernst du Hip Hop Dance Moves und Pole Elemente zu kombinieren und zu einer Choreografie zu verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an der Choreo im Vordergrund steht! Dieser Workshop ist sowohl für Pole Anfänger als auch für Fortgeschrittene geeignet. Kleidung: saubere Sneakers/Socken, (lange) Hose Preis 35€ pro Person Meld dich an!",,13:00 - 14:30,"ab 35,00 €",1 Einheit
Hard Style Exotic Pole Workshop,Poledance,"Samstag, 29. März 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/vt2tLK6,Workshop,,Its getting hard & badass mit Celine. Hier geht es nicht um klassische sexy Heelmoves sondern um crazy Jumps & Kicks mit Heels on Pole. Celine zeigt dir eine Pole Choreography im Hard Style die es in sich hat. Was ihr mitbringen solltet: Meld dich an und lass die Bad Bitch in dir raus! Preis: 35€ pro Person,,15:00 - 16:30,"ab 35,00 €",1 Einheit
Partnerakrobatik Workshop,Akrobatik,"Samstag, 17. Mai 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/BUexCl2,Workshop,,"Du möchtest akrobatische Tricks als Duo erlernen? Kein Problem! Lerne verschiedene Elemente aus der Partner - Akrobatik. Hier werden dir ausdrucksstarke Tricks gezeigt, die sowohl Balance, als auch schwungvolle Elemente beinhalten. Du erlernst verschiedenste Techniken, Körperspannung, exaktes Timing und alles was dazu gehört, damit das artistische Zusammenspiel gelingt. Alina zeigt euch einfache, aber auch anspruchsvollere Figuren zu zweit. Jeder kann einsteigen, es werden keine Vorkenntnisse vorausgesetzt. Ihr könnt euch alleine oder mit Partner:in anmelden. Preis 35€ pro Person",,13:00 - 14:30,"ab 35,00 €",1 Einheit
*Contortion Special* Oversplits Workshop,Dehnung/Flexibilität,"Sonntag, 25. Mai 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/fdVi5VY,Workshop,,"Du kannst bereits einen Spagat und möchtest noch mehr? Kein Problem! In diesem Workshop konzentrieren wir uns auf den Überspagat („Oversplit“), der über den klassischen 180 Grad Spagat hinaus geht. Du lernst diverse Praktiken, um deinen Spagat zu verbessern und sicher Richtung Oversplit zu gehen. Hinweis: Der Workshop richtet sich an alle, die einen Spagat bereits ausführen können. Sign in! Preis: 35€ pro Person",,10:30 - 12:00,"ab 35,00 €",1 Einheit
*Contortion Special* Advanced Backbend Workshop,Dehnung/Flexibilität,"Sonntag, 25. Mai 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/EpTLJGK,Workshop,,"Let’s get more flexible! All about backbends! Contortion oder auch Kontorsion ist „Die Kunst des Verbiegens” und genau darum geht es in diesem Workshop! Hier lernt ihr verschiedene Techniken und Übungen, um euren Backbend mehr zu fördern, eure Flexibilität gezielt zu intensivieren und neue Figuren zu erlernen. Der Workshop ist geeignet für jeden, der flexibler werden, die Grenzen seiner Flexibilität erweitern oder sich an komplexe Elemente der Kontorsion, speziell auf den Rückenbereich bezogen, herantrauen möchte. Hinweis: Der Workshop richtet sich an alle, die bereits eine gute Rücken Flexibilität haben. Sign in! Preis: 1 Contorsion WS: 35€ pro Person ",,12:15 - 13:45,"ab 35,00 €",1 Einheit
Lyrical Pole Workshop,Poledance,"Samstag, 31. Mai 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/PORMHco,Workshop,,"Drama Baby Drama! Lass deinen Emotionen freien Lauf! Euch erwartet eine emotionsgeladene Choreografie, Tanztechnik, Floorwork Elemente und gefühlvolle, dramatisch-sinnliche Moves mit der Pole. Erzähl deine Geschichte! Der Kurs ist für alle Level geeignet. Du brauchst keine Vorkenntnisse. reis 35€ pro Person",,15:00 - 16:30,"ab 35,00 €",1 Einheit
*Unwrapped* Strip'n'Pole Workshop,Poledance,"Samstag, 14. Juni 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/QLUyBIr,Workshop,,"Verbinde tänzerische Pole Dance Elemente kombiniert mit klassischen Strip Moves. Wie fällt was am Besten? Wie bekomme ich das Teil überhaupt elegant aus? Wo setzte ich gekonnt Akzente? Do's & Dont's lernst du hier im Workshop! Emm hat eine neue Choreografie für euch, mit Tricks, Tipps & Charme.  Du brauchst keine Vorkenntnisse weder Tanz noch Pole. Dieser Workshop ist für Anfänger & Fortgeschrittene geeignet. Was du mitbringen solltest: Preis: 35€ pro Person",,13:00 - 14:30,"ab 35,00 €",1 Einheit
*Shake that* Twerk Workshop,Twerken,"Samstag, 14. Juni 2025",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/6-m53Pq,Workshop,,"Shaken will gelernt sein! Emmy lässt es mal wieder ordentlich krachen. Wenn du wissen möchtest, wie du dein bestes Stück so richtig zum Shaken bringst, ist dieser Workshop ein absolutes Muss. In diesem 90-minütigen Workshop erlernst du die wichtigsten Grundelemente wie Pops, Bounces, Isolations und gewisse Twerk - Techniken. Charakteristisch fürs Twerking ist es durch rhythmische, wiederholte Bewegungen das Gesäß ordentlich zum Wackeln zu bringen. Lerne eine neue Twerk Choreografie, die es in sich hat und vor allem Spaß macht. Denn neben Tanztechnik & Choreo darf der Spaß dabei natürlich auch nicht fehlen. Was ihr mitbringen solltet: Preis: 1 WS: 35€ € pro Person Für diesen Workshop sind keine Vorkenntnisse erforderlich! Melde dich an!",,15:00 - 16:30,"ab 35,00 €",1 Einheit
Aerial Kids: Tuchakrobatik Basics (6-10 Jahre),Luftartistik,"Sonntag, 26. Januar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/SyRpqlj,Workshop,,"Tuchakrobatik für Kinder von 6 - 10 Jahren In diesem Workshop lernen Kinder im Alter von 6-10 Jahren Tuchakrobatik kennen. Wir unterrichten die ersten Bewegungen und Basic-Techniken, als Vorbereitung für weiterführende Workshops im Silk oder Sling. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Bewegungen mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. -Beginner mit keiner oder wenig Vorerfahrung im Tuch -Outfit: Lange Hose und ein Oberteil, welches die Achseln komplett bedeckt -30 € pro Teilnehmer (25 € für Abo-Mitglieder des Kinderkurses) -Alter: 6 - 10 Jahre",,14:30 - 16:00,Ausgebucht,1 Einheit
Aerial Youth: Tuchakrobatik Basics (11-15 Jahre),Luftartistik,"Sonntag, 26. Januar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/M_mjQMt,Workshop,,"Tuchakrobatik für Jugendliche  In diesem Workshop lernen Jugendliche im Alter von 11 - 15 Jahren Tuchakrobatik kennen. Wir unterrichten die ersten Bewegungen und Basic-Techniken, als Vorbereitung für weiterführende Workshops im Silk oder Sling. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Bewegungen mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. -Beginner mit keiner oder wenig Vorerfahrung im Tuch -Outfit: Lange Hose und ein Oberteil, welches die Achseln komplett bedeckt -30 € pro Teilnehmer (25 € für Abo-Mitglieder des Kinderkurses) -Alter: 11 - 15 Jahre",,16:15 - 17:45,"ab 30,00 €",1 Einheit
Aerial Hoop Kids Beginner (6-10 Jahre),Luftring,"Samstag, 1. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/3Ogcqzl,Workshop,,"Luftring-Akrobatik für Kinder ab Beginner Level In diesem Workshop für Kinder zwischen 6 - 10 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Luftring, auch Aerial Hoop genannt. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks im Luftring – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.",,10:00 - 11:30,"ab 30,00 €",1 Einheit
Aerial Hoop Youth - Beginner (11 - 15 Jahre),Luftring,"Samstag, 1. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/T6JkHSu,Workshop,,"Luftring-Akrobatik für Jugendliche ab Beginner Level In diesem Workshop für Jugendliche zwischen 11 und 15 Jahren lernen wir gemeinsam ein paar Tricks und Kombinationen im Luftring, auch Aerial Hoop genannt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks im Luftring – der Spaß der Teilnehmer:innen an der Bewegung und dem Turnen steht dabei im Vordergrund.",,11:45 - 13:15,"ab 30,00 €",1 Einheit
Special: Pole Heels Style „Kips & Low Flips“,Poledance,"Samstag, 8. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/1gKaUsB,Workshop,,"Pole Heels Style „Kips & Low Flips“ Du wolltest schon immer mal diese coolen Heels-Style Elemente lernen? Kein Problem, pack deine Heels, Knieschoner und gute Laune ein und lerne mit mir ein paar Wege runter auf und wieder hoch vom Boden. Am Ende des Workshops verbinden wir das ein oder andere Element, hängen einen coolen Freestyle dran und verlassen den Raum feeling extra sexy. -8. Februar 14 - 15:30 Uhr, 90 Minuten -Voraussetzungen und Level: Ab Pole Level 3 / Low Intermediate & Vorerfahrung im Heels Style. Basics in Schulterrollen, sowie Schulter-, Unterarm- und Handstand -Mitbringen: Knieschoner, Heels, lange und kurze Hose. Wahlweise Grip-Mittel -Preis: 38 € | 28,50 € für Abo- und Hansefit-Mitglieder",,14:00 - 15:30,"ab 38,00 €",1 Einheit
Special: Flexi intensive - Backbends,Dehnung/Flexibilität,"Sonntag, 9. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/mZUjbyQ,Workshop,,"Flexibility intensive - Backbends Arbeite in diesem Flexi-Kurs an Deinen Backbends. Wir beginnen dieses Special mit einem passenden Warm-Up-Flow und anschließendem Kraftraining für einen starken Rücken und gesunde Backbends. Danach arbeiten wir mit intensiven Stretches an der Brücke, dem Kamel und der Kobra. Dabei trainieren wir im Mix aus aktiven, sowie weicheren, passiv Stretches. Während der Übungen lernt Ihr worauf zu achten ist, um gesund und effektiv zu stretchen. -Alle Level -Bitte mitbringen: Bequeme Sportkleidung",,13:00 - 14:30,"ab 25,00 €",1 Einheit
Aerial Kids: Tuchakrobatik Basics (6-10 Jahre),Luftartistik,"Samstag, 15. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/LTXznaq,Workshop,,"Tuchakrobatik für Kinder von 6 - 10 Jahren In diesem Workshop lernen Kinder im Alter von 6-10 Jahren Tuchakrobatik kennen. Wir unterrichten die ersten Bewegungen und Basic-Techniken, als Vorbereitung für weiterführende Workshops im Silk oder Sling. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Bewegungen mit dem Tuch – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund. -Beginner mit keiner oder wenig Vorerfahrung im Tuch -Outfit: Lange Hose und ein Oberteil, welches die Achseln komplett bedeckt -30 € pro Teilnehmer (25 € für Abo-Mitglieder des Kinderkurses) -Alter: 6 - 10 Jahre",,13:30 - 15:00,"ab 30,00 €",1 Einheit
Aerial Kids: Pole Sport Beginner (6 - 10 Jahre),Polesport,"Samstag, 15. Februar 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/4gZeiQu,Workshop,,Akrobatik an der Pole für Kinder In diesem Workshop für Kinder zwischen 6 - 10 Jahren lernen wir gemeinsam die ersten tänzerischen und akrobatischen Tricks an der Pole. Alle Bewegungen werden altersgerecht vermittelt. In den Kursen und Workshops geht es mit einem Warm Up los. Im Anschluss unterrichten wir Tricks an der Pole – der Spaß der Kinder an der Bewegung und dem Turnen steht dabei im Vordergrund.,,15:30 - 17:00,"ab 30,00 €",1 Einheit
Special: Pole Flow - Shawty Got Low,Poledance,"Samstag, 15. März 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/8BBT4rq,Workshop,,"Pole Flow - Shawty Got Low In diesem Kurs wird tief gestapelt, im übertragenen Sinne natürlich. Wir bleiben am Boden und vertanzen eine schöne flowige Choreo, bei der der Fokus auf Tanz steht",,11:00 - 12:30,"ab 38,00 €",1 Einheit
Special: Lap Dance - Seat Yourself,Tanzen,"Samstag, 15. März 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/9B7w_Vv,Workshop,,"Lap Dance - Seat Yourself In diesem Kurs lernen wir eine sinnliche Choreografie, bei der wir für uns selbst und einen Partner tanzen. Du musst keinen Partner mitbringen, und kannst auch für dich selbst tanzen - ganz nach dem Motto: Alles kann nichts muss. Dein Wohlfühlen stehen hier im Vordergrund. Foto: oj_fotografie",,13:00 - 14:30,"ab 32,00 €",1 Einheit
Special: Mit Yoga in den Sommer!,Yoga,"Samstag, 22. März 2025",,"Weseler Straße 675D, 48163 Münster",schwerelos Münster,https://www.eversports.de/e/workshop/uRs2MsY,Workshop,,"Mit Yoga in den Sommer! In diesem Workshop beginnen wir mit sanften Yin Yoga bis wir ins fließende Vinyasa Yoga übergehen. Du bekommst die Möglichkeit den Beginn des Jahres zu reflektieren und mit frischer Energie in den Sommer zu starten. -22. März 2025 um 15 - 17 Uhr -Level: Alle Level -Kleidung & Mitbringen: Komme in bequemer Kleidung. Alle benötigten Materialien sind vorhanden. Du kannst Deine eigene Yogamatte mitbringen, wenn Du möchtest. -Preis: 33 € | 25 € für Abo- & Hansefit-Mitglieder",,15:00 - 17:00,"ab 33,00 €",1 Einheit
